517853354228482049,Fri Oct 03 01:47:15 +0000 2014,@Emirates fly Into #US &amp; US Airlines Anxious | http://t.co/jAuoUSloO7   @DubaiGovernment @qatarairways @EtihadAirways @AmericanAir @Delta
517852791025725440,Fri Oct 03 01:45:01 +0000 2014,"Thanks @Delta for another great day of building hope, lives &amp; communities in Long Beach! #DeltaforHabitat http://t.co/EaDWKkITzb"
517851981252407296,Fri Oct 03 01:41:48 +0000 2014,"@delta, it's been real these last 9 days ATL-LA-CHI-PHO-LIT-BNA-ATL. So glad to be home safe...for a couple days anyway #jetlag #Coast2Coast"
517851947194277888,Fri Oct 03 01:41:40 +0000 2014,@Vikings @Delta Teddy I wish Zimmer would of played you. 2-3 that's ponder for you! #Vikings
517851943663042561,Fri Oct 03 01:41:39 +0000 2014,@Delta definite is iffy
517851900906328064,Fri Oct 03 01:41:29 +0000 2014,WANT. “@Delta: Precious cargo: A rare Ferrari 330 LM Berlinetta is loaded onto a handsome Delta C-46 Air Freighter. http://t.co/v4K1TY9Gdj”
517851862222258180,Fri Oct 03 01:41:19 +0000 2014,Planning ahead bookishwhit ! Latest issue of @delta Sky helping out! #cantwait #jetsetting @ Atlanta… http://t.co/3zXLHF9RFs
517851594365603840,Fri Oct 03 01:40:15 +0000 2014,@delta needs to have some sort of line queue for boarding. Everyone crowds in regardless of zone #chaos
517851507522154496,Fri Oct 03 01:39:55 +0000 2014,@MelissadArabian @Delta @ABCSharkTank love love that show &amp; then recap when u see how their dream comes true!💟
517851113660633088,Fri Oct 03 01:38:21 +0000 2014,Stuck in Detroit because @Delta likes to change times and not tell anyone. #DeltaDontaCarea
517850289677008897,Fri Oct 03 01:35:04 +0000 2014,"@nypolyphony @Delta disco ball too, with all those wonderful mirrors?"
517850165219446785,Fri Oct 03 01:34:35 +0000 2014,They just opened the cockpit door during my flight. I'm pretty sure the captain requested a KitKat bar. @Delta hungry pilots.
517850078321840128,Fri Oct 03 01:34:14 +0000 2014,My @Delta plane is equipped with disco mood lighting! #classy *cp
517849636716163073,Fri Oct 03 01:32:29 +0000 2014,"@dannysullivan Thanks for a great 1st #SMX @Delta flight back to KC delayed 2 hrs. Finally boarded, pilot says plane overweight. Late night!"
517849184142360578,Fri Oct 03 01:30:41 +0000 2014,I expect better @Delta. Cutesy videos and flight attendant scripts about valuing customers are lost on me. #actionsspeaklouderthanwords.
517848961345134593,Fri Oct 03 01:29:48 +0000 2014,@usaf48 @Cessna @Delta has one in their museum restored by employees that is breathtaking inside &amp; out.Like stepping into a time machine.
517848891249934336,Fri Oct 03 01:29:31 +0000 2014,@delta Gate B17 agent Lakesha T at @Atlanta_Airport just made my day for totally #awesome customer service &amp; being really cool. Thank you!!!
517848590891614208,Fri Oct 03 01:28:19 +0000 2014,"@Delta @DeltaAssist @asmaishaq Delta, no one from your company has responded to my concern. Please advise."
517848347072540672,Fri Oct 03 01:27:21 +0000 2014,Cancelled flight to Chi. Delta no idea where my bag is. That's why You pay the bag fee? @Delta http://t.co/yPzQ0IIScj
517847725757304834,Fri Oct 03 01:24:53 +0000 2014,Hey @delta @deltaassist bein the biggest airline in the US means nothing if u can never get me anywhere on time!! #frustrated #iwanttogohome
517847595067375616,Fri Oct 03 01:24:22 +0000 2014,@Delta Flight468 won't be getting to TLV before Yom Kippur. Won't even be taking off. Maybe next year...
517847559076069377,Fri Oct 03 01:24:13 +0000 2014,My @delta flights were ridiculous today. There's a reason I don't fly that airline unless someone else books &amp; pays.
517847507112828928,Fri Oct 03 01:24:01 +0000 2014,.@AmericanAir asks U.S. regulators for Tokyo flight slot currently held by @Delta http://t.co/MuGsyvEup8
517847308323811330,Fri Oct 03 01:23:14 +0000 2014,Wish this was a @Delta flight so I could watch some @PlaneTrain_Auto but I'm sure this will be fine.... http://t.co/75fcZ7eAr6
517847251662929920,Fri Oct 03 01:23:00 +0000 2014,“@HoodieAllen: Why isn't there a Chipotle on this plane? @Delta” @itskatieelynn omg imagine!
517847152501194752,Fri Oct 03 01:22:36 +0000 2014,"@sarahjsampson @AKGarcia331 @Delta @VisitKC Oh, gosh, Sarah -- you just made my day! Thank you!!"
517847048587341824,Fri Oct 03 01:22:12 +0000 2014,More fun @TheGarden with @Delta top customers and Norma Dean..welcome to NY Norma Dean! http://t.co/DiVg29DrxX
517846897885978624,Fri Oct 03 01:21:36 +0000 2014,@delta = #Ponder @Vikings offense
517846693610807297,Fri Oct 03 01:20:47 +0000 2014,Thank you @Delta for giving me sooo many @ABCSharkTank episodes to watch on my flight!
517845725003407360,Fri Oct 03 01:16:56 +0000 2014,@BaconChick @Delta I hate when this shit happens. Gives breastfeeding a bad name.
517845653897347072,Fri Oct 03 01:16:39 +0000 2014,@BaconChick @Delta sounds like it.
517845633450127361,Fri Oct 03 01:16:34 +0000 2014,@markmulder20 @Delta #21stCenturyProbz
517845590542417920,Fri Oct 03 01:16:24 +0000 2014,Check out our hombre rickyballsez on his @planetrain_auto show #StateXState airing at 35K feet on @delta http://t.co/EazKb8An4M
517845569231151105,Fri Oct 03 01:16:19 +0000 2014,Our boy noahabramsstudio strutting his show on @planetrain_auto on @delta #dayoff @ Atlanta… http://t.co/iPIfv9zxuE
517845318600523777,Fri Oct 03 01:15:19 +0000 2014,@markmulder20 @Delta Probably a bandwidth issue.
517845033719201792,Fri Oct 03 01:14:11 +0000 2014,So I can tweet on this @delta flight but internet connection won't let me listen to the game. Not cool
517844700683071489,Fri Oct 03 01:12:52 +0000 2014,Been on four @Delta flights and I have yet to have one leave even close to on time. My life is a joke 😖⁉️🆘
517844658630971392,Fri Oct 03 01:12:42 +0000 2014,"""@dennisyu: Kudos to @Delta for smart remarketing [with @TwitterAds]. My flight leaves [later] this afternoon.."" http://t.co/YfLvtIDY6W"
517844538766155776,Fri Oct 03 01:12:13 +0000 2014,@CFB_law I get on the breastfeeding bandwagon too but @Delta wasn't wrong here
517844458302619648,Fri Oct 03 01:11:54 +0000 2014,I literally spent 3 hours of my flying time waiting at the airport and now on the Tarmac. worst experience ever. @DeltaAssist @delta
517844300072501248,Fri Oct 03 01:11:16 +0000 2014,@LaLashaMurphy @Delta That's not what happened. FAA regulation says every passenger over 2 must be buckled when the aircraft doors close
517841407416205313,Fri Oct 03 00:59:47 +0000 2014,@Delta why are your staff still uneducated about breastfeeding on planes? Why are nursing mothers still being shamed and kicked off flights?
517841112980291584,Fri Oct 03 00:58:37 +0000 2014,"@realjonlovitz @Delta @DeltaAssist @DeltaNewsroom they have a great safety video, though"
517840606018949120,Fri Oct 03 00:56:36 +0000 2014,.@Delta &amp; .@VirginAtlantic are not my friends today. Let's see if @wizzair can be reached from US via phone or if this trip is $1000 more.
517840544207470592,Fri Oct 03 00:56:21 +0000 2014,After watching every @SouthwestAir flight get cancelled at Midway. @Delta is getting me to Detroit after 4 hours. http://t.co/H3eoiOop94
517840517837901824,Fri Oct 03 00:56:15 +0000 2014,@delta #boycottdelta http://t.co/0c5ji4fNSs
517839908191608833,Fri Oct 03 00:53:49 +0000 2014,"@Melissa_M_King @USAirways I never heard such a thing, why I fly @Delta"
517839612849713152,Fri Oct 03 00:52:39 +0000 2014,@delta knows how to screw up an evening the delta way
517839532990152704,Fri Oct 03 00:52:20 +0000 2014,Think you could stop flights to/from Ebola central or is delta that hard up for money? @Delta
517839495656644609,Fri Oct 03 00:52:11 +0000 2014,@Delta shame on you for kicking a momma off a flight for breast feeding her baby.
517839354317000704,Fri Oct 03 00:51:37 +0000 2014,"@Delta @DeltaAssist hmm ok. Captain said they were just told to check at 9p to see ""if we're ever gonna get out"""
517839279515770880,Fri Oct 03 00:51:19 +0000 2014,Travel record 4 airports in one day due to the horrible maintenance issues on the @Delta planes #DeltaFail
517839235916001280,Fri Oct 03 00:51:09 +0000 2014,"@Delta policy change needed for lounge. If flight is delayed and I have membership, I shouldn't have to pay to bring my travel companion."
517839149185761280,Fri Oct 03 00:50:48 +0000 2014,"@Delta @DeltaAssist @DeltaNewsroom  I fly your airline all the time. Can you get rid of the harassing, rude papparrazi at your LAX terminal?"
517839122657214465,Fri Oct 03 00:50:42 +0000 2014,@Delta I would never fly with you. #boycottdelta #discrimination #breastfeeding #supportmammabeanstalk
517838867106660354,Fri Oct 03 00:49:41 +0000 2014,"@Delta shame on you for kicking a breast feeding mom off your plane in Minneapolis! Shame, shame, shame on you! http://t.co/eoi4yBxHfz"
517838745702518784,Fri Oct 03 00:49:12 +0000 2014,"Thanks @Delta for the courtesy upgrade, I knew those miles would count for something #businessclass #frequentflyer"
517838649443229696,Fri Oct 03 00:48:49 +0000 2014,“@HoodieAllen: Why isn't there a Chipotle on this plane? @Delta” my thoughts tomorrow but @SouthwestAir
517838204784107520,Fri Oct 03 00:47:03 +0000 2014,@Delta @DeltaAssist anything?
517838120457629696,Fri Oct 03 00:46:43 +0000 2014,@Delta leaving to #lasvegas (finally) &amp; the service or lack thereof when paying for an upgrade is just wrong. So very disappointed. #ugh
517838061715992576,Fri Oct 03 00:46:29 +0000 2014,@Delta did you really just strand a mother for breastfeeding? There is nothing okay about that!
517837992187396097,Fri Oct 03 00:46:12 +0000 2014,"@chrisdherbert @Delta good for them, Chris...I've flown a few times when I really wish they'd returned...safe travels!"
517837588842164224,Fri Oct 03 00:44:36 +0000 2014,@Delta Toronto Thanks!
517837461805096960,Fri Oct 03 00:44:06 +0000 2014,.better moment at Laguardia.... exit row all to myself 👍✈️@Delta #winning http://t.co/T7fobduHe9
517837447410241536,Fri Oct 03 00:44:03 +0000 2014,@Delta why'd you kick a breastfeeding mama off a flight?
517836424507576320,Fri Oct 03 00:39:59 +0000 2014,@jRonHubbard @Delta HOW DID YOU GET PEANUTS AND SODA?!?
517836242948739072,Fri Oct 03 00:39:15 +0000 2014,@Delta isn't this the 2nd breastfeeding mother you've discriminated this year? Discrimination. #boycottdelta
517836093782499329,Fri Oct 03 00:38:40 +0000 2014,. @Delta awesome service....not really. Love being stuck in Minnesota
517836075109466113,Fri Oct 03 00:38:35 +0000 2014,@Delta  My first &amp; final flight with #Delta #Airline #DL0496  The worst #airline in #skyteam  3.5 hours of delay for nothing Change ur staff
517836001881108481,Fri Oct 03 00:38:18 +0000 2014,I hate you @Delta
517835936277991424,Fri Oct 03 00:38:02 +0000 2014,And so a mother nursing her 2.5 yo needed to buckle her child. @Delta did you expect it to happen instantly?
517835705234767872,Fri Oct 03 00:37:07 +0000 2014,@spencerinBK @Delta at least we can use our phones... For the two hours we have been sitting here... I guess.
517835656412672000,Fri Oct 03 00:36:56 +0000 2014,Hey @Delta heard a flight attendant kicked a breastfeeding mother off your flight. . .not cool #discrimination
517835536430428160,Fri Oct 03 00:36:27 +0000 2014,She and baby are stranded in Minneapolis. Will never EVER fly @Delta. Tell #Delta that you support mamas’ &amp; babies’ rights! @MamaBeanBlog
517835429983567873,Fri Oct 03 00:36:02 +0000 2014,"Reporting live from the sky: @Delta runs linux, the sinks are all broken, if you tap on the entertainment system it will break forever."
517835424140894208,Fri Oct 03 00:36:00 +0000 2014,“@HoodieAllen: Why isn't there a Chipotle on this plane? @Delta” ME TOO
517835211179294720,Fri Oct 03 00:35:09 +0000 2014,"Oh, @Delta @DeltaAssist  ... did you really kick #mamabeanstalk off your flight for breastfeeding? REALLY?! Behold the wrath of Twitter."
517699882027458561,Thu Oct 02 15:37:24 +0000 2014,"With training over, @willianborges88, @petrcech &amp; Kurt Zouma are off to Canary Wharf to visit @Delta #DeltaMovieStar http://t.co/KYAh28V7n3"
517699104919801856,Thu Oct 02 15:34:19 +0000 2014,"@DeltaAssist @Delta  Android app is really bad today. ""Technical difficulties"" Seems to happen a lot!"
517698865651523584,Thu Oct 02 15:33:22 +0000 2014,@Delta this is an outrage. how dare you leave @thewiggum stranded? #BoycottDelta
517698536247660545,Thu Oct 02 15:32:04 +0000 2014,@alphex @mspairport @Delta Cool. Enjoy!
517698442634997761,Thu Oct 02 15:31:41 +0000 2014,@elbastardocalvo @mspairport @Delta yep.  On my way to vegas.
517698238128746496,Thu Oct 02 15:30:53 +0000 2014,Kudos @Delta ... THIS IS LEG ROOM!  #awesome #flyingcomfortable http://t.co/tb13d8zdQj
517697524812230657,Thu Oct 02 15:28:02 +0000 2014,@alphex @mspairport Flying @Delta ?
517697339998629888,Thu Oct 02 15:27:18 +0000 2014,@MeaghanRath @USAirways  They are the Greyhound of the sky. I'm a @Delta only traveler nowadays!
517696799948025856,Thu Oct 02 15:25:10 +0000 2014,"@tony_martinez @Delta exactly, and the in flight movie options are great!"
517696589159092224,Thu Oct 02 15:24:19 +0000 2014,@scotchua I’ve had very good experiences with @Delta lately. And they have electrical plugs in their seats too.
517696095317917697,Thu Oct 02 15:22:22 +0000 2014,I was extremely impressed at the attention to detail the flight crew of @Delta 483 was today! Thank you!
517696007975337985,Thu Oct 02 15:22:01 +0000 2014,"@flyLAXairport @Delta It is Monterrey, Mexico.  You had us excited for a minute. We would love to have Delta service again."
517695471179943936,Thu Oct 02 15:19:53 +0000 2014,@BreaBGragg @Delta yes.  They were posted on our twitter feed just a few minutes ago.
517694840163663873,Thu Oct 02 15:17:22 +0000 2014,Flew ok @Delta for the first time this week and they were pretty great. Now if only I could find an affordable ticket at Christmas
517694739920220160,Thu Oct 02 15:16:58 +0000 2014,.@americanair - request from FF - please consider upgrading your site to allow changes to int'l tickets. @delta has it!
517694343894007809,Thu Oct 02 15:15:24 +0000 2014,"From the Burj al Arab to @Delta 's planes, the travel industry goes pink in October http://t.co/ZqbXmygfMG (via @USTOA)"
517694129128898560,Thu Oct 02 15:14:33 +0000 2014,"After two weeks if international travel on 3 different airlines, I've determined that @Delta has the best food (and most of it). #happy"
517694042038345728,Thu Oct 02 15:14:12 +0000 2014,@Delta forecast isn't looking good flying into @flyxna today. Any delays yet?
517693889764143106,Thu Oct 02 15:13:36 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney lauren you're the best! the best teaser i mean! ;)))
517693713305575424,Thu Oct 02 15:12:54 +0000 2014,@Lstrigs @BigBrotherista1 @FrankieJGrande @Delta @Disney SHUT THE FUCK UP HAVE FUNNNN!!!!! ✨✨✨ Please have him vlog!!!!💖💖
517693560192499712,Thu Oct 02 15:12:17 +0000 2014,"New service @Delta begins LAX-Monterey, Mexico service on Nov. 2"
517693509558890496,Thu Oct 02 15:12:05 +0000 2014,Another fail @united ... thankfully @Delta there to save the day and get me to my destination on time.
517693357078761473,Thu Oct 02 15:11:29 +0000 2014,@flyLAXairport @Delta  You mean Monterrey!?
517692910884909056,Thu Oct 02 15:09:42 +0000 2014,Out of a meeting early but @delta says its $1k to change to an open earlier flight. Different airline for future travels.
517692693330141184,Thu Oct 02 15:08:51 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney Enjoy Sweetie...and that my kind of Deal!
517692513935978497,Thu Oct 02 15:08:08 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney Aw are you guys going to Disney? Visiting nona? Visiting @ranceypants ??? #HaveFun #TakePictures
517692145524674560,Thu Oct 02 15:06:40 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney omg yes have fun! Pls tell Frankie to vlog!
517691874099077120,Thu Oct 02 15:05:35 +0000 2014,"New service coming your way! @Delta begins LAX-Monterey, Mexico service on Nov. 2"
517691401216491521,Thu Oct 02 15:03:42 +0000 2014,@Lstrigs @BigBrotherista1 @FrankieJGrande @Delta @Disney DID THEY GO TO FLORIDA!??
517691262078816256,Thu Oct 02 15:03:09 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney 😍😍 have fun and send is pics plz 💜 you all!
517691223935840256,Thu Oct 02 15:03:00 +0000 2014,Cool shot I snapped this morning while leaving #AUS bound for #ATL @Delta http://t.co/Vqp1QO1w55
517690792669110272,Thu Oct 02 15:01:17 +0000 2014,@Delta im flying with you today
517690460026839041,Thu Oct 02 14:59:58 +0000 2014,@Delta @DeltaAssist - delta wouldn't spring the cab fare to take me up to CLE to catch a flight that would get in SD at 1:30pm.
517690010582007810,Thu Oct 02 14:58:11 +0000 2014,thanks @delta - was supposed to be in SD at 10:30am. won't get in until past 7pm. 9 hours late. @DeltaAssist
517690006451019776,Thu Oct 02 14:58:10 +0000 2014,@ryanellisracing @Delta Are you sure its not @mattdracing that smells?
517689660735107073,Thu Oct 02 14:56:47 +0000 2014,@Melissa_Brunner @Delta Great to hear!
517689436004306944,Thu Oct 02 14:55:54 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney awesomesauce! When you cool cats leaving?
517689367742394368,Thu Oct 02 14:55:38 +0000 2014,despite cancelled flight and rebook happy and comfortable in @Delta terminal. #couldbeworse #traveling #clemsonbound http://t.co/37FXu1iV29
517689009028747266,Thu Oct 02 14:54:12 +0000 2014,@richeisen @Delta - just don't fly out of @sbnairport as all the #Delta birds are CRJ200s with NO wifi and no 1st class seats :-(
517688839989891072,Thu Oct 02 14:53:32 +0000 2014,"@Delta the beoing 717 is a pretty new to the aviation field. Looks like MD-80, 88, 89, but the engines are huge for the size of the aircraft"
517688733400072192,Thu Oct 02 14:53:06 +0000 2014,Props to @Delta for getting me to Atlanta 45 minutes ahead of schedule so I could catch an earlier connection. I'm home 3 hours early 😃
517688621563146240,Thu Oct 02 14:52:40 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney Have fun!!!
517688599698219008,Thu Oct 02 14:52:35 +0000 2014,"“@richeisen: Wifi even on a puddle-jumper from Minny to Green Bay. Bless you, @Delta. Bless you.”"
517688147367710720,Thu Oct 02 14:50:47 +0000 2014,@goldietaylor @Delta never flown first class
517688065503264768,Thu Oct 02 14:50:27 +0000 2014,Challenging travel week - @Delta has delayed my flight which would cause me to miss my meeting. 7 hour drive from Pcola to Nashville begins
517688050160136192,Thu Oct 02 14:50:23 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney yay! here's hoping frankie vlogs it
517687987212386304,Thu Oct 02 14:50:08 +0000 2014,@ryanellisracing @Delta I'm off to Chipotle in an hour...and it doesn't involve me sitting on a plane first.
517687735579324416,Thu Oct 02 14:49:08 +0000 2014,Hey @Delta you smell please let me off this plane so I can find a Chipotle
517687712896520192,Thu Oct 02 14:49:03 +0000 2014,"@wisejohnp @Delta -Oh, you're flying again? You must be really important. #ironynotlost"
517687672303656960,Thu Oct 02 14:48:53 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney HAVE FUN✨💖💃
517687553924018176,Thu Oct 02 14:48:25 +0000 2014,@Delta the only way to fly http://t.co/uPb40O6R4z
517687538367352832,Thu Oct 02 14:48:21 +0000 2014,"I'm at @Delta Airlines Ticket Counter in Norfolk, VA https://t.co/wlR0dO0Saf"
517687511951618048,Thu Oct 02 14:48:15 +0000 2014,Appreciate the reminder via @delta flight team. October is breast cancer awareness time. Have you had… http://t.co/9h4XP4dT98
517687462039420928,Thu Oct 02 14:48:03 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney 🙀 have fun omg
517687444649807872,Thu Oct 02 14:47:59 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney bring zach to disney w u guys!
517687278265974785,Thu Oct 02 14:47:19 +0000 2014,@goldietaylor @Delta good lord lol have a safe flight!
517687271450226690,Thu Oct 02 14:47:18 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney have fun. 😊
517687242085912576,Thu Oct 02 14:47:11 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney WHAT WHEN U GOING
517687040742543361,Thu Oct 02 14:46:23 +0000 2014,@Lstrigs @FrankieJGrande @Delta @Disney Enjoy!
517686940909731840,Thu Oct 02 14:45:59 +0000 2014,@goldietaylor @Delta Nice vibrams!
517686871644987392,Thu Oct 02 14:45:43 +0000 2014,Who knew I scored miles &amp; got a flight to FL w/ @FrankieJGrande for less than $12. Thanks @Delta #skymiles finally paid off! 💀 @Disney 🌟💫✨🐒🐠
517686839642435586,Thu Oct 02 14:45:35 +0000 2014,Now THIS is leg room! Thx @delta! #LABound #WheelsUp http://t.co/9fGgHH2hEm
517686698193346560,Thu Oct 02 14:45:01 +0000 2014,"Dramatic @Delta luggage bear commercial is dramatic.  Cute, though -- and sort of like that old Spike Jonze Ikea ad: https://t.co/uqlqjCS0Sp"
517686334644027392,Thu Oct 02 14:43:34 +0000 2014,Definately the place for this.  #sanitizer.  Flying @Delta today - Ft Laud --&gt; Atlanta ---&gt; Dallas.  ✈️ http://t.co/n4QLRCOlV5
517686304755437568,Thu Oct 02 14:43:27 +0000 2014,"@AmericanExpress &amp; @Delta stick it to you again by capping xfer of pts to Delta to 250k per year starting on Jan 1, 2015 #thanksalot"
517685862789021698,Thu Oct 02 14:41:42 +0000 2014,Delays stink but props to @Delta for getting Flt 845 passengers to new gate for new plane/departure that will only set us back abt an hour.
517685840063893504,Thu Oct 02 14:41:37 +0000 2014,@Delta Planes Parked at JFK #NYC #Cloudy #Travel #Traveling http://t.co/0m2rVdA9uU
517685695805403138,Thu Oct 02 14:41:02 +0000 2014,@YoungGriff_ @CDCemergency @CNN @BarackObama @Delta 😩 Such a tragedy. @NathanDeal WE ARE IN A STATE OF EMERGENCY! #EbolaOutbreakInGA
517685180224770048,Thu Oct 02 14:38:59 +0000 2014,.@delta im looking for a cheap ticket to west africa. ive heard liberia is beautiful this time of year. can you give me a good rate
517685002319187969,Thu Oct 02 14:38:17 +0000 2014,@_TheSmash_ @CDCemergency @CNN @BarackObama @Delta nah u ain goin nowhere fam. U prolly already got it too
517684737859923968,Thu Oct 02 14:37:14 +0000 2014,@Delta will limit American Express Membership Reward Points transfer http://t.co/0kHKP6pyQS
517684653680242688,Thu Oct 02 14:36:54 +0000 2014,@YoungGriff_ @CDCemergency @CNN @BarackObama Aye @Delta  hook a nigga up with a plane ticket to Alaska.
517682884849979392,Thu Oct 02 14:29:52 +0000 2014,Better get me to salt lake @Delta before my connection goes.... #nothappy
517682483912265729,Thu Oct 02 14:28:16 +0000 2014,Have I mentioned lately how much I dislike the @delta MQD requirement? Looks like it’s time to jump ship #travel #frequentflier
517682418158166016,Thu Oct 02 14:28:01 +0000 2014,@Delta Hi. I Am travelling with you soon. Landing at JFK T2 with another DL flight from T4. Is 3h OK for customs &amp; transfer? Thx
517682320531525632,Thu Oct 02 14:27:37 +0000 2014,.@Delta paints a plane pink in honor of Breast Cancer Awareness Month http://t.co/kDDpz565mZ @BCRFcure #PinkPlane http://t.co/3qUtqGz6S0
517682295617368065,Thu Oct 02 14:27:32 +0000 2014,"So disgusted w/ @Delta racist &amp; rude to Malaysian customer ""I don't care if you get in trouble, I only care about me"" #racism #dontflydelta"
517682135466270720,Thu Oct 02 14:26:53 +0000 2014,There's always something that @united or @Delta fucks up on my flights... #fixit
517681891789795328,Thu Oct 02 14:25:55 +0000 2014,Love the pink accents @Delta
517681398686449664,Thu Oct 02 14:23:58 +0000 2014,Ok @Delta I get that first class gets priority but can't attendants wait until we board to take drinks &amp; hang up coats? Got smooshed twice.
517681336786489344,Thu Oct 02 14:23:43 +0000 2014,"@DooberJ Fares are good right now (flying @delta to use my voucher), but more worried about flight times changing than fare changes"
517680811735519232,Thu Oct 02 14:21:38 +0000 2014,Unhappy with @Delta  was told I could fly standby tnt now being given the runaround.
517680523742035968,Thu Oct 02 14:20:29 +0000 2014,@Delta A DC-9 by any other name is still a DC-9. Come on man!
517680132626980865,Thu Oct 02 14:18:56 +0000 2014,Yippy Skippy... @delta flight delay screwing my connection. #ThanksForNothing
517679468295770112,Thu Oct 02 14:16:17 +0000 2014,"From the Burj al Arab to @Delta 's planes, the travel industry goes pink in October http://t.co/z2n0CERQhR"
517677187714269184,Thu Oct 02 14:07:14 +0000 2014,@DeltaPoints @AmericanAir @Delta skyclub ...
517676827692003328,Thu Oct 02 14:05:48 +0000 2014,@Delta  Thank you Delta Air Lines. Order #ID00441725 is processed?
517676569356406786,Thu Oct 02 14:04:46 +0000 2014,@VirginAustralia and @Delta Air Lines expand codeshare to three new destinations - http://t.co/Dxfxu3iz6y #Deltanews
517676506546724865,Thu Oct 02 14:04:31 +0000 2014,@Delta (PART TWO) PRICE / 275.98 USD REF / LE.9634 ST / OK BAG / 7PC  Your ticket is attached. To use your ticket you should print it.
517676341546991616,Thu Oct 02 14:03:52 +0000 2014,"@Delta ELECTRONIC TICKET / ET-71917481 SEAT / 19E/ZONE 1 DATE / TIME 6 OCTOBER, 2014, 08:45 AM ARRIVING / Tucson FORM OF PAYMENT / CC TOTAL"
